Period,Year,Month,Item,Category,Archetype,Site,Region,Climate,Demand,Actual_Issue,Lost_Sales,Returns,Promo_Flag,Unit_Price
2021-06,2021,6,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,295,295,0,2,0,599.43
2021-07,2021,7,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,297,297,0,1,0,599.43
2021-08,2021,8,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,263,257,6,2,0,599.43
2021-09,2021,9,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,241,241,0,1,0,599.43
2021-10,2021,10,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,299,299,0,1,0,599.43
2021-11,2021,11,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,254,254,0,1,0,599.43
2021-12,2021,12,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,254,254,0,1,0,599.43
2022-01,2022,1,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,223,223,0,2,0,599.43
2022-02,2022,2,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,296,296,0,0,0,599.43
2022-03,2022,3,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,291,286,5,3,0,599.43
2022-04,2022,4,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,323,323,0,1,0,599.43
2022-05,2022,5,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,256,256,0,2,0,599.43
2022-06,2022,6,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,297,297,0,2,0,599.43
2022-07,2022,7,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,261,261,0,2,0,599.43
2022-08,2022,8,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,270,260,10,2,0,599.43
2022-09,2022,9,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,214,212,2,3,0,599.43
2022-10,2022,10,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,278,278,0,1,0,599.43
2022-11,2022,11,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,281,281,0,2,0,599.43
2022-12,2022,12,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,265,265,0,2,0,599.43
2023-01,2023,1,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,273,273,0,1,0,599.43
2023-02,2023,2,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,251,251,0,1,0,599.43
2023-03,2023,3,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,273,273,0,1,0,599.43
2023-04,2023,4,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,263,253,10,1,0,599.43
2023-05,2023,5,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,233,233,0,1,0,599.43
2023-06,2023,6,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,284,284,0,1,0,599.43
2023-07,2023,7,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,298,296,2,2,0,599.43
2023-08,2023,8,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,239,230,9,0,0,599.43
2023-09,2023,9,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,256,253,3,2,0,599.43
2023-10,2023,10,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,241,241,0,1,0,599.43
2023-11,2023,11,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,271,271,0,2,0,599.43
2023-12,2023,12,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,252,252,0,0,0,599.43
2024-01,2024,1,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,242,242,0,1,0,599.43
2024-02,2024,2,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,303,303,0,0,0,599.43
2024-03,2024,3,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,270,266,4,2,0,599.43
2024-04,2024,4,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,315,315,0,1,0,599.43
2024-05,2024,5,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,272,264,8,4,0,599.43
2024-06,2024,6,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,247,247,0,1,0,599.43
2024-07,2024,7,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,286,286,0,2,0,599.43
2024-08,2024,8,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,267,267,0,1,0,599.43
2024-09,2024,9,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,278,278,0,2,0,599.43
2024-10,2024,10,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,272,272,0,1,0,599.43
2024-11,2024,11,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,249,249,0,1,0,599.43
2024-12,2024,12,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,263,263,0,0,0,599.43
2025-01,2025,1,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,269,269,0,0,0,599.43
2025-02,2025,2,Brake Disc Rotor,Brakes,stable,Miami East,Southeast,hot,240,240,0,0,0,599.43
2021-01,2021,1,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,215,212,3,4,0,100.49
2021-02,2021,2,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,227,227,0,8,0,100.49
2021-03,2021,3,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,262,262,0,6,0,100.49
2021-04,2021,4,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,223,218,5,4,0,100.49
2021-05,2021,5,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,222,222,0,5,0,100.49
2021-06,2021,6,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,254,254,0,6,0,100.49
2021-07,2021,7,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,214,214,0,2,0,100.49
2021-08,2021,8,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,228,228,0,4,0,100.49
2021-09,2021,9,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,185,180,5,3,0,100.49
2021-10,2021,10,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,207,207,0,7,0,100.49
2021-11,2021,11,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,193,193,0,3,0,100.49
2021-12,2021,12,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,207,207,0,6,0,100.49
2022-01,2022,1,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,236,236,0,5,0,100.49
2022-02,2022,2,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,226,226,0,6,0,100.49
2022-03,2022,3,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,225,225,0,3,0,100.49
2022-04,2022,4,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,219,214,5,8,0,100.49
2022-05,2022,5,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,239,239,0,5,0,100.49
2022-06,2022,6,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,232,232,0,3,0,100.49
2022-07,2022,7,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,238,229,9,3,0,100.49
2022-08,2022,8,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,169,165,4,2,0,100.49
2022-09,2022,9,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,197,197,0,3,0,100.49
2022-10,2022,10,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,213,213,0,6,0,100.49
2022-11,2022,11,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,222,221,1,9,0,100.49
2022-12,2022,12,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,234,234,0,6,0,100.49
2023-01,2023,1,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,226,226,0,5,0,100.49
2023-02,2023,2,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,221,221,0,4,0,100.49
2023-03,2023,3,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,233,233,0,7,0,100.49
2023-04,2023,4,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,228,228,0,7,0,100.49
2023-05,2023,5,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,251,250,1,4,0,100.49
2023-06,2023,6,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,214,214,0,8,0,100.49
2023-07,2023,7,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,230,227,3,4,0,100.49
2023-08,2023,8,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,219,217,2,6,0,100.49
2023-09,2023,9,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,239,239,0,10,0,100.49
2023-10,2023,10,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,205,205,0,5,0,100.49
2023-11,2023,11,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,242,240,2,3,0,100.49
2023-12,2023,12,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,249,249,0,6,0,100.49
2024-01,2024,1,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,220,213,7,2,0,100.49
2024-02,2024,2,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,234,234,0,7,0,100.49
2024-03,2024,3,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,225,225,0,3,0,100.49
2024-04,2024,4,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,228,228,0,6,0,100.49
2024-05,2024,5,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,246,246,0,8,0,100.49
2024-06,2024,6,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,231,226,5,3,0,100.49
2024-07,2024,7,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,225,225,0,4,0,100.49
2024-08,2024,8,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,196,196,0,5,0,100.49
2024-09,2024,9,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,205,204,1,4,0,100.49
2024-10,2024,10,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,248,248,0,3,0,100.49
2024-11,2024,11,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,221,221,0,1,0,100.49
2024-12,2024,12,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,212,212,0,4,0,100.49
2025-01,2025,1,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,259,259,0,6,0,100.49
2025-02,2025,2,Brake Disc Rotor,Brakes,stable,Columbus Midwest,Midwest,cold,232,232,0,5,0,100.49
2021-01,2021,1,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,7,7,0,0,0,122.73
2021-02,2021,2,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,5,5,0,0,0,122.73
2021-03,2021,3,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,3,3,0,0,0,122.73
2021-04,2021,4,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,108,108,0,1,0,122.73
2021-05,2021,5,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,2,2,0,0,0,122.73
2021-06,2021,6,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,5,5,0,0,0,122.73
2021-07,2021,7,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,105,105,0,0,0,122.73
2021-08,2021,8,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,3,3,0,0,0,122.73
2021-09,2021,9,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,7,7,0,0,0,122.73
2021-10,2021,10,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,3,3,0,0,0,122.73
2021-11,2021,11,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,5,5,0,0,0,122.73
2021-12,2021,12,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,113,113,0,0,0,122.73
2022-01,2022,1,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,4,4,0,0,0,122.73
2022-02,2022,2,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,106,106,0,3,0,122.73
2022-03,2022,3,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,78,78,0,3,0,122.73
2022-04,2022,4,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,6,6,0,0,0,122.73
2022-05,2022,5,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,99,99,0,2,0,122.73
2022-06,2022,6,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,84,84,0,2,0,122.73
2022-07,2022,7,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,4,4,0,1,0,122.73
2022-08,2022,8,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,103,103,0,1,0,122.73
2022-09,2022,9,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,86,83,3,1,0,122.73
2022-10,2022,10,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,111,111,0,1,0,122.73
2022-11,2022,11,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,0,0,0,0,0,122.73
2022-12,2022,12,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,111,110,1,3,0,122.73
2023-01,2023,1,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,3,3,0,0,0,122.73
2023-02,2023,2,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,1,1,0,0,0,122.73
2023-03,2023,3,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,108,104,4,1,0,122.73
2023-04,2023,4,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,2,2,0,0,0,122.73
2023-05,2023,5,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,98,95,3,3,0,122.73
2023-06,2023,6,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,2,2,0,0,0,122.73
2023-07,2023,7,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,112,112,0,2,0,122.73
2023-08,2023,8,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,3,3,0,0,0,122.73
2023-09,2023,9,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,99,99,0,1,0,122.73
2023-10,2023,10,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,6,6,0,0,0,122.73
2023-11,2023,11,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,103,103,0,2,0,122.73
2023-12,2023,12,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,4,4,0,1,0,122.73
2024-01,2024,1,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,108,108,0,1,0,122.73
2024-02,2024,2,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,103,101,2,1,0,122.73
2024-03,2024,3,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,108,106,2,1,0,122.73
2024-04,2024,4,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,5,5,0,0,0,122.73
2024-05,2024,5,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,3,3,0,0,0,122.73
2024-06,2024,6,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,4,4,0,0,0,122.73
2024-07,2024,7,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,8,8,0,0,0,122.73
2024-08,2024,8,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,5,5,0,0,0,122.73
2024-09,2024,9,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,99,98,1,1,0,122.73
2024-10,2024,10,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,3,3,0,0,0,122.73
2024-11,2024,11,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,5,5,0,0,0,122.73
2024-12,2024,12,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,1,1,0,0,0,122.73
2025-01,2025,1,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,5,5,0,0,0,122.73
2025-02,2025,2,Brake Caliper,Brakes,intermittent,Detroit Central,Midwest,cold,5,5,0,0,0,122.73
2021-01,2021,1,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,4,4,0,0,0,212.26
2021-02,2021,2,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,4,4,0,0,0,212.26
2021-03,2021,3,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,83,83,0,1,0,212.26
2021-04,2021,4,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,8,8,0,1,0,212.26
2021-05,2021,5,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,4,4,0,1,0,212.26
2021-06,2021,6,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,68,68,0,2,0,212.26
2021-07,2021,7,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,79,78,1,5,0,212.26
2021-08,2021,8,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,82,80,2,4,0,212.26
2021-09,2021,9,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,73,73,0,3,0,212.26
2021-10,2021,10,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,61,60,1,3,0,212.26
2021-11,2021,11,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,69,68,1,1,0,212.26
2021-12,2021,12,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,93,93,0,4,0,212.26
2022-01,2022,1,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,71,71,0,2,0,212.26
2022-02,2022,2,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,2,2,0,0,0,212.26
2022-03,2022,3,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,66,63,3,1,0,212.26
2022-04,2022,4,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,4,4,0,0,0,212.26
2022-05,2022,5,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,2,2,0,1,0,212.26
2022-06,2022,6,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,5,5,0,0,0,212.26
2022-07,2022,7,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,3,3,0,1,0,212.26
2022-08,2022,8,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,4,4,0,0,0,212.26
2022-09,2022,9,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,71,71,0,1,0,212.26
2022-10,2022,10,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,1,1,0,0,0,212.26
2022-11,2022,11,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,75,75,0,3,0,212.26
2022-12,2022,12,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,3,3,0,0,0,212.26
2023-01,2023,1,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,4,4,0,0,0,212.26
2023-02,2023,2,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,82,82,0,2,0,212.26
2023-03,2023,3,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,81,81,0,1,0,212.26
2023-04,2023,4,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,3,3,0,0,0,212.26
2023-05,2023,5,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,74,74,0,4,0,212.26
2023-06,2023,6,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,66,66,0,2,0,212.26
2023-07,2023,7,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,84,84,0,3,0,212.26
2023-08,2023,8,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,3,3,0,0,0,212.26
2023-09,2023,9,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,5,5,0,1,0,212.26
2023-10,2023,10,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,4,4,0,0,0,212.26
2023-11,2023,11,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,87,87,0,1,0,212.26
2023-12,2023,12,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,72,71,1,0,0,212.26
2024-01,2024,1,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,90,90,0,2,0,212.26
2024-02,2024,2,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,1,1,0,0,0,212.26
2024-03,2024,3,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,3,3,0,0,0,212.26
2024-04,2024,4,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,6,6,0,0,0,212.26
2024-05,2024,5,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,89,89,0,0,0,212.26
2024-06,2024,6,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,5,5,0,0,0,212.26
2024-07,2024,7,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,65,65,0,7,0,212.26
2024-08,2024,8,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,4,4,0,0,0,212.26
2024-09,2024,9,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,1,1,0,0,0,212.26
2024-10,2024,10,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,8,8,0,0,0,212.26
2024-11,2024,11,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,3,3,0,0,0,212.26
2024-12,2024,12,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,2,2,0,0,0,212.26
2025-01,2025,1,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,75,75,0,1,0,212.26
2025-02,2025,2,Brake Caliper,Brakes,intermittent,Atlanta South,Southeast,hot,76,75,1,2,0,212.26
2021-01,2021,1,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,2,2,0,0,0,465.5
2021-02,2021,2,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,111,111,0,3,0,465.5
2021-03,2021,3,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,2,2,0,0,0,465.5
2021-04,2021,4,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,4,4,0,0,0,465.5
2021-05,2021,5,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,91,91,0,2,0,465.5
2021-06,2021,6,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,90,90,0,0,0,465.5
2021-07,2021,7,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,4,4,0,0,0,465.5
2021-08,2021,8,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,85,84,1,1,0,465.5
2021-09,2021,9,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,7,7,0,0,0,465.5
2021-10,2021,10,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,6,6,0,0,0,465.5
2021-11,2021,11,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,5,5,0,0,0,465.5
2021-12,2021,12,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,85,85,0,3,0,465.5
2022-01,2022,1,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,5,5,0,0,0,465.5
2022-02,2022,2,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,86,86,0,0,0,465.5
2022-03,2022,3,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,4,4,0,1,0,465.5
2022-04,2022,4,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,88,88,0,1,0,465.5
2022-05,2022,5,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,2,2,0,0,0,465.5
2022-06,2022,6,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,4,4,0,0,0,465.5
2022-07,2022,7,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,74,74,0,1,0,465.5
2022-08,2022,8,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,94,94,0,2,0,465.5
2022-09,2022,9,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,6,6,0,0,0,465.5
2022-10,2022,10,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,76,76,0,1,0,465.5
2022-11,2022,11,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,77,76,1,2,0,465.5
2022-12,2022,12,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,5,5,0,0,0,465.5
2023-01,2023,1,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,3,3,0,0,0,465.5
2023-02,2023,2,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,8,8,0,0,0,465.5
2023-03,2023,3,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,89,89,0,0,0,465.5
2023-04,2023,4,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,3,3,0,0,0,465.5
2023-05,2023,5,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,2,2,0,0,0,465.5
2023-06,2023,6,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,95,92,3,1,0,465.5
2023-07,2023,7,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,96,96,0,0,0,465.5
2023-08,2023,8,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,82,81,1,2,0,465.5
2023-09,2023,9,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,82,82,0,1,0,465.5
2023-10,2023,10,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,6,6,0,0,0,465.5
2023-11,2023,11,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,93,90,3,1,0,465.5
2023-12,2023,12,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,2,2,0,0,0,465.5
2024-01,2024,1,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,84,81,3,1,0,465.5
2024-02,2024,2,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,89,88,1,0,0,465.5
2024-03,2024,3,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,90,90,0,1,0,465.5
2024-04,2024,4,Brake Caliper,Brakes,intermittent,Dallas Hub,South,hot,4,4,0,0,0,465.5
